"antes_de_tudo,_por_favor,_insira_seu_endereço_de_e-mail_abaixo:",você_acha_que_o_momento_escolhido_para_o_treinamento_é_adequado_para_você?,você_pretende_participar_de_todas_as_aulas?,"considerando_sua_carga_de_trabalho_atual,_você_acredita_que_a_duração_das_aulas_é_apropriada?","considerando_o_início_do_treinamento,_você_sente_que_tem_o_apoio_necessário_de_seus_gestores_e_colegas_para_se_concentrar_no_treinamento_durante_o_horário_das_aulas?",qual_é_o_seu_nível_de_entusiasmo_em_relação_ao_conteúdo_e_objetivos_deste_treinamento?,como_você_avalia_a_qualidade_da_didática_e_apresentação_do_conteúdo_até_o_momento?,em_relação_ao_tópicos_que_você_acredita_que_podem_ser_melhor_explicados_ou_que_você_sente_dificuldade:,você_sente_que_o_tempo_dedicado_a_cada_tópico_é_adequado_para_o_seu_aprendizado?,qual_é_a_sua_percepção?,você_teve_a_oportunidade_de_revisar_os_conteúdos_conforme_necessário?,como_você_avalia_sua_própria_participação_e_dedicação_durante_o_treinamento_até_agora?,"você_está_sendo_solicitado/a_em_outras_tarefas_durante_o_treinamento?_se_sim,_como_isso_está_impactando_sua_experiência_de_aprendizado?","se_você_tivesse_a_oportunidade_de_estudar_outro_curso_da_escola,_qual_seria?",tempo_form_inicial_seg,tempo_form_andamento_seg,classificacao_comentario
meuemail62@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,56.0,76.0,positivo
meuemail11@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Não, consigo me concentrar no treinamento sem interrupções.",0,57.0,138.0,neutro
meuemail46@mail.com,"Não, este não é o melhor momento para mim devido a compromissos prévios.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Talvez, mas algumas aulas poderiam ser mais curtas.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Neutro/a, estou aberto/a às informações, mas não estou especialmente entusiasmado/a.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,57.0,57.0,
meuemail111@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Sim, a duração das aulas é ideal.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,Mais ou menos.,Algumas partes poderiam ser mais rápidas.,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",2,63.0,64.0,
meuemail81@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,259.0,116.0,positivo
meuemail73@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Boa, a maioria dos tópicos é clara, mas alguns podem ser explicados de forma mais detalhada.","Quando necessário, peço ao/a instrutor/a que explique novamente.",Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Não, consigo me concentrar no treinamento sem interrupções.",0,113.0,126.0,
meuemail69@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Talvez, mas algumas aulas poderiam ser mais curtas.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, não senti necessidade de revisar os conteúdos.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,120.0,229.0,positivo
meuemail43@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,85.0,102.0,positivo
meuemail56@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Talvez, mas algumas aulas poderiam ser mais curtas.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Boa, a maioria dos tópicos é clara, mas alguns podem ser explicados de forma mais detalhada.","Quando necessário, peço ao/a instrutor/a que explique novamente.",Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,182.0,147.0,
meuemail37@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Regular, estou tendo dificuldades para acompanhar ou entender alguns pontos.","Quando necessário, peço ao/a instrutor/a que explique novamente.","Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",2,70.0,216.0,negativo
meuemail78@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, não senti necessidade de revisar os conteúdos.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,117.0,134.0,positivo
meuemail65@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Não, consigo me concentrar no treinamento sem interrupções.",1,76.0,73.0,
meuemail28@mail.com,"Não, este não é o melhor momento para mim devido a compromissos prévios.","Não pretendo, em alguns dias de aula já tenho outra atividade que não consigo encaixar em outro horário.","Talvez, mas algumas aulas poderiam ser mais curtas.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Neutro/a, estou aberto/a às informações, mas não estou especialmente entusiasmado/a.","Regular, estou tendo dificuldades para acompanhar ou entender alguns pontos.",Não me sinto confortável para pedir ao/a instrutor/a que explique novamente.,Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,105.0,204.0,negativo
meuemail93@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",4,113.0,164.0,
meuemail80@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,85.0,373.0,positivo
meuemail58@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,102.0,249.0,
meuemail4@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,263.0,740.0,neutro
meuemail9@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",1,90.0,58.0,
meuemail103@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Talvez, mas algumas aulas poderiam ser mais curtas.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",1,65.0,181.0,negativo
meuemail32@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,75.0,238.0,
meuemail99@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",1,207.0,645.0,positivo
meuemail24@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Talvez, mas algumas aulas poderiam ser mais curtas.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Neutro/a, estou aberto/a às informações, mas não estou especialmente entusiasmado/a.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, não senti necessidade de revisar os conteúdos.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",3,412.0,282.0,neutro
meuemail107@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Talvez, mas algumas aulas poderiam ser mais curtas.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Boa, a maioria dos tópicos é clara, mas alguns podem ser explicados de forma mais detalhada.","Quando necessário, peço ao/a instrutor/a que explique novamente.",Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, estou sendo frequentemente interrompido/a por outras demandas, o que dificulta meu foco no treinamento.",1,18449.0,177.0,negativo
meuemail36@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",5,100.0,123.0,neutro
meuemail74@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,57.0,91.0,positivo
meuemail68@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,67.0,68.0,
meuemail112@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Talvez, mas algumas aulas poderiam ser mais curtas.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",2,138.0,10650.0,
meuemail101@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,133.0,125.0,positivo
meuemail108@mail.com,"Mais ou menos, mas consigo me ajustar.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Talvez, mas algumas aulas poderiam ser mais curtas.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,120.0,139.0,
meuemail15@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, mas ocasionalmente podem surgir urgências que precisarei priorizar.","Sim, a duração das aulas é ideal.","Mais ou menos, imagino que terei interrupções às vezes, mas acredito que conseguirei lidar com elas para não afetar meu desempenho no treinamento.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Boa, a maioria dos tópicos é clara, mas alguns podem ser explicados de forma mais detalhada.","Quando necessário, peço ao/a instrutor/a que explique novamente.",Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Regular, às vezes me pego distraído/a ou não totalmente focado/a.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,67.0,185.0,negativo
meuemail109@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,44.0,350.0,positivo
meuemail38@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Pretendo, e já reservei o horário das aulas para focar no treinamento.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Excelente, estou compreendendo bem todos os conceitos apresentados.",,"Sim, o ritmo do treinamento está adequado para mim.",,"Sim, estou conseguindo revisar os conteúdos quando necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Sim, ocasionalmente sou solicitado/a em outras tarefas, mas consigo lidar com isso sem problemas.",0,32.0,72.0,positivo
meuemail89@mail.com,"Sim, o horário é ótimo para minha disponibilidade.","Não pretendo, em alguns dias de aula já tenho outra atividade que não consigo encaixar em outro horário.","Sim, a duração das aulas é ideal.","Sim, minha equipe está ciente e acredito que vão colaborar para minha participação no treinamento ser eficiente.","Muito entusiasmado/a, estou ansioso/a para me desenvolver.","Regular, estou tendo dificuldades para acompanhar ou entender alguns pontos.","Quando necessário, peço ao/a instrutor/a que explique novamente.",Mais ou menos.,Algumas partes poderiam ser mais lentas.,"Não, estou com dificuldades para revisar os conteúdos conforme necessário.","Muito boa, estou participando ativamente e dedicando o tempo necessário.","Não, consigo me concentrar no treinamento sem interrupções.",0,629.0,764.0,negativo
